03815	PENÀGUILA
03816	BENIFALLIM
03818	ALCOY/ALCOI
03819	ALCOY/ALCOI
03820	COCENTAINA
03827	ALMUDAINA
03827	BENILLUP
03827	BENIMARFULL
03828	PLANES
03829	ALQUERIA D'ASNAR (L')
03829	COCENTAINA
03830	MURO DE ALCOY
03837	AGRES
03838	ALFAFARA
03839	MURO DE ALCOY
03840	GAIANES
03841	ALCOCER DE PLANES
03850	BENIARRÉS
03860	LORCHA/ORXA (L')
03870	COCENTAINA
04001	ALMERÍA
04002	ALMERÍA
04003	ALMERÍA
04004	ALMERÍA
04005	ALMERÍA
04006	ALMERÍA
04007	ALMERÍA
04008	ALMERÍA
04009	ALMERÍA
04010	SANTA MARTA DEL CERRO
04100	NÍJAR
04110	NÍJAR
04113	NÍJAR
04114	LUCAINENA DE LAS TORRES
04114	NÍJAR
04115	NÍJAR
04116	NÍJAR
04117	NÍJAR
04118	NÍJAR
04119	NÍJAR
04120	ALMERÍA
04130	ALMERÍA
04131	ALMERÍA
04140	CARBONERAS
04149	CARBONERAS
04149	NÍJAR
04149	SORBAS
04150	ALMERÍA
04151	ALMERÍA
04151	NÍJAR
04160	ALMERÍA
04200	TABERNAS
04210	LUCAINENA DE LAS TORRES
04211	LUCAINENA DE LAS TORRES
04211	TABERNAS
04211	TURRILLAS
04212	CASTRO DE FILABRES
04212	OLULA DE CASTRO
04212	VELEFIQUE
04213	SENÉS
04230	HUÉRCAL DE ALMERÍA
04240	VIATOR
04248	SORBAS
04250	PECHINA
04259	PECHINA
04260	RIOJA
04270	SORBAS
04271	LUBRÍN
04271	SORBAS
04274	BENIZALÓN
04274	TAHAL
04274	ULEILA DEL CAMPO
04275	TAHAL
04275	TÍJOLA
04276	ALCUDIA DE MONTEAGUD
04276	BENITAGLA
04276	BENIZALÓN
04277	SORBAS
04277	TURRE
04278	SORBAS
04279	SORBAS
04279	TAHAL
04279	ULEILA DEL CAMPO
04280	GALLARDOS (LOS)
04288	BÉDAR
04288	GALLARDOS (LOS)
04289	BÉDAR
04289	GALLARDOS (LOS)
04289	SORBAS
04400	ALHAMA DE ALMERÍA
04409	ALICÚN
04409	HUÉCIJA
04410	BENAHADUX
04420	SANTA FE DE MONDÚJAR
04430	INSTINCIÓN
04431	ÍLLAR
04440	RÁGOL
04450	CANJÁYAR
04450	GÉRGAL
04458	ALMÓCITA
04458	BEIRES
04458	PADULES
04459	OHANES
04460	FONDÓN
04460	INSTINCIÓN
04470	LÁUJAR DE ANDARAX
04479	BAYÁRCAL
04479	FONDÓN
04479	PATERNA DEL RÍO
04480	ALCOLEA
04500	FIÑANA
04510	ABLA
04520	ABRUCENA
04530	TRES VILLAS (LAS)
04531	ALBOLODUY
04532	TRES VILLAS (LAS)
04533	ABRUCENA
04540	NACIMIENTO
04549	GÉRGAL
04550	GÉRGAL
04558	ALBOLODUY
04558	GÉRGAL
04559	GÉRGAL
04560	GÁDOR
04567	ALHABIA
04568	ALSODUX
04568	SANTA CRUZ DE MARCHENA
04569	BENTARIQUE
04569	TERQUE
04600	ALBOX
04600	HUÉRCAL-OVERA
04610	CUEVAS DEL ALMANZORA
04616	CUEVAS DEL ALMANZORA
04617	CUEVAS DEL ALMANZORA
04618	CUEVAS DEL ALMANZORA
04619	CUEVAS DEL ALMANZORA
04620	VERA
04628	ANTAS
04629	ANTAS
04630	GARRUCHA
04638	MOJÁCAR
04639	MOJÁCAR
04639	TURRE
04640	ORIA
04640	PULPÍ
04647	CUEVAS DEL ALMANZORA
04647	PULPÍ
04648	CUEVAS DEL ALMANZORA
04648	PULPÍ
04649	PULPÍ
04650	ZURGENA
04659	TERQUE
04660	ARBOLEAS
04661	TABERNO
04661	ZURGENA
04662	HUÉRCAL-OVERA
04662	ZURGENA
04690	HUÉRCAL-OVERA
04691	HUÉRCAL-OVERA
04692	ALBOX
04692	HUÉRCAL-OVERA
04692	TABERNO
04693	HUÉRCAL-OVERA
04694	HUÉRCAL-OVERA
04700	EJIDO (EL)
04710	EJIDO (EL)
04711	EJIDO (EL)
04712	EJIDO (EL)
04713	BALANEGRA
04715	EJIDO (EL)
04716	EJIDO (EL)
04720	ROQUETAS DE MAR
04721	VÍCAR
04727	VÍCAR
04728	FELIX
04729	ENIX
04738	VÍCAR
04740	ROQUETAS DE MAR
04741	ROQUETAS DE MAR
04743	ROQUETAS DE MAR
04745	MOJONERA (LA)
04746	MOJONERA (LA)
04750	DALÍAS
04760	BERJA
04768	ALCOLEA
04768	BERJA
04769	BERJA
04770	ADRA
04778	ADRA
04779	ADRA
04779	BAYÁRCAL
04779	PATERNA DEL RÍO
04800	ALBOX
04810	ORIA
04810	PARTALOA
04811	ORIA
04812	ALBOX
04813	ALBOX
04813	ORIA
04814	ALBOX
04815	CANTORIA
04820	VÉLEZ-RUBIO
04825	CHIRIVEL
04826	VÉLEZ-RUBIO
04827	VÉLEZ-RUBIO
04828	VÉLEZ-RUBIO
04829	VÉLEZ-BLANCO
04829	VÉLEZ-RUBIO
04830	VÉLEZ-BLANCO
04838	MARÍA
04839	MARÍA
04839	VÉLEZ-BLANCO
04850	CANTORIA
04857	ALBANCHEZ
04858	ALBANCHEZ
04858	CANTORIA
04859	CHERCOS
04859	CÓBDAR
04859	LÍJAR
04860	OLULA DEL RÍO
04867	MACAEL
04868	LAROYA
04869	FINES
04870	PURCHENA
04877	LÚCAR
04877	SOMONTÍN
04878	SIERRO
04878	SUFLÍ
04879	URRÁCAL
04880	TÍJOLA
04887	LÚCAR
04887	TÍJOLA
04888	ARMUÑA DE ALMANZORA
04888	BAYARQUE
04889	BACARES
04889	TÍJOLA
04890	SERÓN
04897	ALCÓNTAR
04897	SERÓN
04898	ALCÓNTAR
04898	SERÓN
04899	ORIA
04899	SERÓN
04964	HUÉRCAL-OVERA
05001	ÁVILA
05002	ÁVILA
05003	ÁVILA
05004	ÁVILA
05005	ÁVILA
05100	NAVALUENGA
05110	BARRACO (EL)
05111	SAN JUAN DE LA NAVA
05113	BURGOHONDO
05114	VILLANUEVA DE ÁVILA
05115	NAVARREVISCA
05115	SERRANILLOS
05116	SERRANILLOS
05120	NAVALMORAL
05120	NAVARREDONDILLA
05120	SAN JUAN DEL MOLINILLO
05122	NAVAQUESERA
05122	NAVATALGORDO
05123	HOYOCASERO
05123	NAVALOSA
05125	DONVIDAS
05130	SOLOSANCHO
05131	HIJA DE DIOS (LA)
05131	MENGAMUÑOZ
05131	NARROS DEL PUERTO
05132	CEPEDA LA MORA
05132	HOYOS DE MIGUEL MUÑOZ
05132	SAN MARTÍN DEL PIMPOLLAR
05133	SAN MARTÍN DE LA VEGA DEL ALBERCHE
05134	GARGANTA DEL VILLAR
05134	NAVADIJOS
05134	NAVALACRUZ
05140	BULARROS
05140	CASASOLA
05140	MARLÍN
05140	MARTIHERRERO
05141	CASASOLA
05141	CHAMARTÍN
05141	GALLEGOS DE ALTAMIROS
05141	NARRILLOS DEL REBOLLAR
05141	SANCHORREJA
05143	VALDECASA
05145	MANJABÁLAGO Y ORTIGOSA DE RIOALMAR
05145	MUÑICO
05145	SAN JUAN DEL OLMO
05146	ARENAL (EL)
05146	BLASCOMILLÁN
05146	HERREROS DE SUSO
05146	MANCERA DE ARRIBA
05146	MIRUEÑA DE LOS INFANZONES
05146	PARRAL (EL)
05146	SAN GARCÍA DE INGELMOS
05146	VITA
05147	GALLEGOS DE SOBRINOS
05147	HURTUMPASCUAL
05148	CABEZAS DEL VILLAR
05149	CILLÁN
05149	SOLANA DE RIOALMAR
05150	PASCUALCOBO
05150	RIOCABADO
05150	SAN MIGUEL DE SERREZUELA
05151	DIEGO DEL CARPIO
05151	MARTÍNEZ
05152	MARTÍNEZ
05153	AREVALILLO
05153	BECEDILLAS
05153	COLLADO DEL MIRÓN
05153	MALPARTIDA DE CORNEJA
05153	MIRÓN (EL)
05154	MIRÓN (EL)
05154	NARRILLOS DEL ÁLAMO
05154	ZAPARDIEL DE LA CAÑADA
05160	ÁVILA
05161	MINGORRÍA
05162	BERLANAS (LAS)
05163	GOTARRENDURA
05163	MONSALUPE
05163	PEÑALBA DE ÁVILA
05164	HERNANSANCHO
05164	OSO (EL)
05164	RIOCABADO
05164	SAN PASCUAL
05164	VILLANUEVA DE GÓMEZ
05165	BOHODÓN (EL)
05165	CABIZUELA
05165	PEDRO-RODRÍGUEZ
05165	TIÑOSILLOS
05170	TIEMBLO (EL)
05190	RIOFRÍO
05191	MIRONCILLO
05191	NIHARRA
05192	COLILLA (LA)
05192	MUÑOPEPE
05192	SERRADA (LA)
05193	OJOS-ALBOS
05193	SANTA MARÍA DEL CUBILLO
05194	ÁVILA
05194	BERROCALEJO DE ARAGONA
05194	MEDIANA DE VOLTOYA
05195	ÁVILA
05196	HERRADÓN DE PINARES
05196	TORNADIZOS DE ÁVILA
05197	ÁVILA
05197	FRESNO (EL)
05197	GEMUÑO
05198	SOTALBO
05200	ARÉVALO
05210	HORCAJO DE LAS TORRES
05210	SAN JUAN DE LA ENCINILLA
05211	BERNUY-ZAPARDIEL
05211	CABEZAS DEL POZO
05211	CANTIVEROS
05211	CISLA
05212	ALDEASECA
05212	CANALES
05212	FUENTE EL SAÚZ
05212	FUENTES DE AÑO
05212	VILLANUEVA DEL ACERAL
05213	LANGA
05215	DONVIDAS
05215	PALACIOS DE GODA
05215	SINLABAJOS
05216	NAVA DE ARÉVALO
05217	CABEZAS DE ALAMBRE
05217	CONSTANZANA
05217	DONJIMENO
05217	SAN VICENTE DE ARÉVALO
05220	MADRIGAL DE LAS ALTAS TORRES
05229	BARROMÁN
05229	BERCIAL DE ZAPARDIEL
05229	CASTELLANOS DE ZAPARDIEL
05229	SAN ESTEBAN DE ZAPARDIEL
05230	NAVAS DEL MARQUÉS (LAS)
05239	NAVAS DEL MARQUÉS (LAS)
05239	PEGUERINOS
05240	NAVALPERAL DE PINARES
05250	HOYO DE PINARES (EL)
05260	CEBREROS
05267	SAN BARTOLOMÉ DE PINARES
05268	HERRADÓN DE PINARES
05268	SANTA CRUZ DE PINARES
05270	TIEMBLO (EL)
05278	BARRACO (EL)
05278	TIEMBLO (EL)
05279	TIEMBLO (EL)
05280	MINGORRÍA
05289	SAN ESTEBAN DE LOS PATOS
05289	TOLBAÑOS
05290	BLASCOSANCHO
05290	SANCHIDRIÁN
05291	MAELLO
05292	PAJARES DE ADAJA
05292	POZANCO
05292	SANTO DOMINGO DE LAS POSADAS
05292	VEGA DE SANTA MARÍA
05292	VELAYOS
05294	HERRADÓN DE PINARES
05296	ADANERO
05296	ESPINOSA DE LOS CABALLEROS
05296	GUTIERRE-MUÑOZ
05296	ORBITA
05298	MAMBLAS
05298	RASUEROS
05298	TOLBAÑOS
05299	BLASCONUÑO DE MATACABRAS
05299	MORALEJA DE MATACABRAS
05300	CRESPOS
05309	COLLADO DE CONTRERAS
05309	CRESPOS
05309	MUÑOGRANDE
05309	RIVILLA DE BARAJAS
05309	VIÑEGRA DE MORAÑA
05310	FONTIVEROS
05320	CARDEÑOSA
05340	BULARROS
05350	SAN PEDRO DEL ARROYO
05357	AVEINTE
05357	BRABOS
05357	GRANDES Y SAN MARTÍN
05357	MUÑOGRANDE
05357	SANTO TOMÉ DE ZABARCOS
05357	SIGERES
05357	VILLAFLOR
05358	ALBORNOS
05358	MUÑOMER DEL PECO
05358	NARROS DE SALDUEÑA
05358	PAPATRIGO
05358	RIOCABADO
05358	SAN JUAN DE LA ENCINILLA
05359	PAPATRIGO
05364	HOYOS DEL ESPINO
05370	FLORES DE ÁVILA
05370	NARROS DEL CASTILLO
05380	GIMIALCÓN
05380	MUÑOSANCHO
05380	SALVADIÓS
05400	ARENAS DE SAN PEDRO
05410	MOMBELTRÁN
05412	SAN ESTEBAN DEL VALLE
05413	SANTA CRUZ DEL VALLE
05413	VILLAREJO DEL VALLE
05414	CUEVAS DEL VALLE
05415	HORNILLO (EL)
05416	ARENAL (EL)
05417	GUISANDO
05418	ARENAS DE SAN PEDRO
05420	SOTILLO DE LA ADRADA
05427	FRESNEDILLA
05427	HIGUERA DE LAS DUEÑAS
05428	CASILLAS
